token_context,word_context,seg_context,sent_cotext,label
"['ThanksareduetooneoftheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #AUTHOR_TAG, #TAUTHOR_TAG,and #AUTHOR_TAG.']","['ThanksareduetooneoftheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #AUTHOR_TAG, #TAUTHOR_TAG,and #AUTHOR_TAG.']","['ThanksareduetooneoftheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #AUTHOR_TAG, #TAUTHOR_TAG,and #AUTHOR_TAG.']","['ThanksareduetooneoftheanonymousreviewersforpointingoutthatourwEBMTsystem,seededwithinputfrommultipletranslationsystems,withapostvalidationprocessviatheWeb(amountingtoann-gramtargetlanguagemodel),ineffectformsamultiengineMTsystemasdescribedby #AUTHOR_TAG, #TAUTHOR_TAG,and #AUTHOR_TAG.']",1
"['Morerecently, #TAUTHOR_TAGhaveproposedtheexploitationofTMsatasubsententiallevel,whileCarl,Way,andSchÂ¨aler(2002)andSchÂ¨aler,Way,and #AUTHOR_TAG,pages108--109)describehowphrasallexiconsmightcometooccupyacentralplaceinafuturehybridintegratedtranslationenvironment.', 'TranslatorsareonthewholewaryofMTtechnology,butoncesubentialalignmentisenabled,translatorswillbecomeawareofthebenefitstobegainedfrom_source,_phrasal,andfromtheretheysuggestthatitisareasonablyshortsteptoenablinganautomatedsolutionviatherecombinationelementofEBMTsystemssuchasthosecribed']","['Morerecently, #TAUTHOR_TAGhaveproposedtheexploitationofTMsatasubsententiallevel,whileCarl,Way,andSchÂ¨aler(2002)andSchÂ¨aler,Way,and #AUTHOR_TAG,pages108--109)describehowphrasallexiconsmightcometooccupyacentralplaceinafuturehybridintegratedtranslationenvironment.', 'TranslatorsareonthewholewaryofMTtechnology,butoncesubsententialalignmentisenabled,translatorswillbecomeawareofthebenefitstobegainedfrom_source,target_phrasalsegments,andfromtheretheysuggestthat�itisareasonablyshortsteptoenablinganautomatedsolutionviatherecombinationelementofEBMTsystemssuchasthosedescribed']","['Morerecently, #TAUTHOR_TAGhaveproposedtheexploitationofTMsatasubsententiallevel,whileCarl,Way,andSchÂ¨aler(2002)andSchÂ¨aler,Way,and #AUTHOR_TAG,pages108--109)describehowphrasallexiconsmightcometooccupyacentralplaceinafuturehybridintegratedtranslationenvironment.', ':TranslatorsareonthewholewaryofMTtechnology,butoncesubsententialalignmentisenabled,translatorswillbecomeawareofthebenefitstobegainedfrom_source,target_phrasalsegments,andfromtheretheysuggestthatitisareasonablyshortsteptoenablinganautomatedsolutionviatherecombinationelementofEBMTsystemssuchasthosecribed']","['Morerecently, #TAUTHOR_TAGhaveproposedtheexploitationofTMsatasubsententiallevel,whileCarl,Way,andSchÂ¨aler(2002)andSchÂ¨aler,Way,and #AUTHOR_TAG,pages108--109)describehowphrasallexiconsmightcometooccupyacentralplaceinafuturehybridintegratedtranslationenvironment.', 'This,theysuggest,mayresultinaparadigmshiftfromTMtoEBMTviathephrasallexicon:TranslatorsareonthewholewaryofMTtechnology,butoncesubsententialalignmentisenabled,translatorswillbecomeawareofthebenefitstobegainedfrom_source,target_phrasalsegments,andfromtheretheysuggestthat�itisareasonablyshortsteptoenablinganautomatedsolutionviatherecombinationelementofEBMTsystemssuchasthosedescribedin[CarlandWay2003].�']",0
"['', '', '', 'ung #AUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices', ' #TAUTHOR_TAGreplicatestheworkofFungandMcKeownwithdifferentlanguagepairsusingthesimplermetricofLevenshteindistance.', '', '', '', '', '']","['', '', '', 'FungMc #AUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,', ' #TAUTHOR_TAGreplicatestheworkofFungandMcKeownwithdifferentlanguagepairsusingthesimplermetricofLevenshteindistance.', '', '', '', '', '']","['', '', '', 'ung #AUTHOR_TAGattempttotranslatetechnicaltermsusingwordrelationmatrices,', ' #TAUTHOR_TAGreplicatestheworkofFungandMcKeownwithdifferentlanguagepairsusingthesimplermetricofLevenshteindistance.', '', '', '', '', '']","['', '', '', '', ' #TAUTHOR_TAGreplicatestheworkofFungandMcKeownwithdifferentlanguagepairsusingthesimplermetricofLevenshteindistance.', '', '', '', '', '']",0
"[' #TAUTHOR_TAG,1997)assumesthatwordsendingin-edareverbs.', ',giventhatverbsarenotaclosedclass,inourapproachwedonotmarkchunksbeginningwithaverbwithanymarkercategory.', 'wetakeadvantageofthefactthattheinitialphrasalchunksrespondtoruleright-handsides', '', '', '']","[' #TAUTHOR_TAG,1997)assumesthatwordsendingin-edareverbs.', 'However,giventhatverbsarenotaclosedclass,inourapproachwedonotmarkchunksbeginningwithaverbwithanymarkercategory.', 'wetakeadvantageofthefactthattheinitialphrasalchunkscorrespondtoruleright-handsides.', '', '', '']","[' #TAUTHOR_TAG,1997)assumesthatwordsendingin-edareverbs.', ',giventhatverbsarenotaclosedclass,inourapproachwedonotmarkchunksbeginningwithaverbwithanymarkercategory.', 'wetakeadvantageofthefactthattheinitialphrasalchunkscorrespondtoruleright-handsides.', '', '', '']","[' #TAUTHOR_TAG,1997)assumesthatwordsendingin-edareverbs.', 'However,giventhatverbsarenotaclosedclass,inourapproachwedonotmarkchunksbeginningwithaverbwithanymarkercategory.', 'Instead,wetakeadvantageofthefactthattheinitialphrasalchunkscorrespondtoruleright-handsides.', '', '', '']",1
"['translatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'ensuresthatimportchunks,', '', '', '', '', 'model', '', 'Wehaveyettoimportsuchaconstraintintoourmodel,butweplantodosointhenearfutureusingtheweightedmajorityalgorithm #TAUTHOR_TAG.']","['translatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'ensuresthatimportancechunks,', '', '', '', '', 'model', '', 'Wehaveyettoimportsuchaconstraintintoourmodel,butweplantodosointhenearfutureusingtheweightedmajorityalgorithm #TAUTHOR_TAG.']","['translatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'ensuresthaterchunks,', '', '', '', '', 'model', '', 'Wehaveyettoimportsuchaconstraintintoourmodel,butweplantodosointhenearfutureusingtheweightedmajorityalgorithm #TAUTHOR_TAG.']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', '', '', '', '', '', '', '', 'Wehaveyettoimportsuchaconstraintintoourmodel,butweplantodosointhenearfutureusingtheweightedmajorityalgorithm #TAUTHOR_TAG.']",3
"['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990; #TAUTHOR_TAG;Carl1999).7']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990; #TAUTHOR_TAG;Carl1999).7']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990; #TAUTHOR_TAG;Carl1999).7']","['Whentranslatedphraseshavebeenretrievedforeachchunkoftheinputstring,theymustthenbecombinedtoproduceanoutputstring.', '', 'Notethatthisensuresthatgreaterimportanceisattributedtolongerchunks,asisusualinmostEBMTsystems(cfXXXSatoandNagao1990; #TAUTHOR_TAG;Carl1999).7']",0
"['fachunkthatwasgeneralizedfromaNP.', 'However,ratherthanoutputthiswrongtranslationdirectly,weuseaposthocvalidationand(ifrequired)correctionprocessbasedon #TAUTHOR_TAG.', 'GrefenstetteshowsthattheWebcanbeusedasafilterontranslationqualitysimplybysearchingforcompetingtranslationcandidatesandselectingtheonethatisfoundmostoften.', '', '', '', '', '', 'impost', '']","['achunkthatwasgeneralizedfromaNP.', 'However,ratherthanoutputthiswrongtranslationdirectly,weuseaposthocvalidationand(ifrequired)correctionprocessbasedon #TAUTHOR_TAG.', 'GrefenstetteshowsthattheWebcanbeusedasafilterontranslationqualitysimplybysearchingforcompetingtranslationcandidatesandselectingtheonethatisfoundmostoften.', '', '', '', '', '', 'improvedpost', '']","['achunkthatwasgeneralizedfrom', 'However,ratherthanoutputthiswrongtranslationdirectly,weuseaposthocvalidationand(ifrequired)correctionprocessbasedon #TAUTHOR_TAG.', 'GrefenstetteshowsthattheWebcanbeusedasafilterontranslationqualitysimplybysearchingforcompetingtranslationcandidatesandselectingtheonethatisfoundmostoften.', '', '', '', '', '', 'posthoc', '']","['', 'However,ratherthanoutputthiswrongtranslationdirectly,weuseaposthocvalidationand(ifrequired)correctionprocessbasedon #TAUTHOR_TAG.', 'GrefenstetteshowsthattheWebcanbeusedasafilterontranslationqualitysimplybysearchingforcompetingtranslationcandidatesandselectingtheonethatisfoundmostoften.', '', '', '', '', '', '', '']",5
"['themarkerhypothesisisarguniversalitisclearthatbenefitsmayaccruebyusingittofacilitatesubsententialalignmentofsource,targetchunks.', ' #TAUTHOR_TAG,1997)conductssomesmallexperimentsusinghisMETLAsystemtoshowtheviabilityofthisapproachforEnglishâ\x88\x92>FrenchandEnglishâ\x88\x92>Urdu.', '→pair,Juolagivesresultsof61%correcttranslationwhenthesystemistestedonthetrainingcorpus,and36%accuracywhenitisevaluatedwithtestdata.', '→ #AUTHOR_TAG,page213)notesthatlearnedoriginal', '', '', '']","['themarkerhypothesisisarguablyuniversal,itisclearthatbenefitsmayaccruebyusingittofacilitatesubsententialalignmentofsource,targetchunks.', ' #TAUTHOR_TAG,1997)conductssomesmallexperimentsusinghisMETLAsystemtoshowtheviabilityofthisapproachforEnglishâ\x88\x92>FrenchandEnglishâ\x88\x92>Urdu.', '−→pair,Juolagivesresultsof61%correcttranslationwhenthesystemistestedonthetrainingcorpus,and36%accuracywhenitisevaluatedwithtestdata.', '−→ #AUTHOR_TAG,page213)notesthatlearnedoriginal', '', '', '']","['themarkerhypothesisisarguablyuniversalitisclearthatbenefitsmayaccruebyusingittofacilitatesubsententialalignmentofsource,targetchunks.', ' #TAUTHOR_TAG,1997)conductssomesmallexperimentsusinghisMETLAsystemtoshowtheviabilityofthisapproachforEnglishâ\x88\x92>FrenchandEnglishâ\x88\x92>Urdu.', 'Frenchlanguagepair,Juolagivesresultsof61%correcttranslationwhenthesystemistestedonthetrainingcorpus,and36%accuracywhenitisevaluatedwithtestdata.', ' #AUTHOR_TAG,page213)notesthatlearned', '', '', '']","['Giventhatthemarkerhypothesisisarguablyuniversal,itisclearthatbenefitsmayaccruebyusingittofacilitatesubsententialalignmentofsource,targetchunks.', ' #TAUTHOR_TAG,1997)conductssomesmallexperimentsusinghisMETLAsystemtoshowtheviabilityofthisapproachforEnglishâ\x88\x92>FrenchandEnglishâ\x88\x92>Urdu.', 'FortheEnglish−→Frenchlanguagepair,Juolagivesresultsof61%correcttranslationwhenthesystemistestedonthetrainingcorpus,and36%accuracywhenitisevaluatedwithtestdata.', '', '', '', '']",0
"['â\x80¢languagelearning(GreenMorioeser1983;Morgan,Me,andNewport1989)â\x80¢monolingualgrammarinduction(Juola1998)â\x80¢grammaroptimization #TAUTHOR_TAGâ\x80¢insightsintouniversalgrammar(Juola1998)â\x80¢machinetranslation(Juola1994,1997;VealeandWay1997;Goughearne2002)']","['â\x80¢languagelearning(GreenMoriMoeser1983;Morgan,Meier,andNewport1989)â\x80¢monolingualgrammarinduction(Juola1998)â\x80¢grammaroptimization #TAUTHOR_TAGâ\x80¢insightsintouniversalgrammar(Juola1998)â\x80¢machinetranslation(Juola1994,1997;VealeandWay1997;GoughHearne2002)']","['â\x80¢languagelearning(GreenMorioeser1983;Morgan,Me,andNewport1989)â\x80¢monolingualgrammarinduction(Juola1998)â\x80¢grammaroptimization #TAUTHOR_TAGâ\x80¢insightsintouniversalgrammar(Juola1998)â\x80¢machinetranslation(Juola1994,1997;VealeandWay1997;Goughearne2002)']","['â\x80¢languagelearning(Green1979;MoriandMoeser1983;Morgan,Meier,andNewport1989)â\x80¢monolingualgrammarinduction(Juola1998)â\x80¢grammaroptimization #TAUTHOR_TAGâ\x80¢insightsintouniversalgrammar(Juola1998)â\x80¢machinetranslation(Juola1994,1997;VealeandWay1997;Gough,Way,andHearne2002)']",0
"['Inafinalprocessingstage,wegeneralizeoverthemarkerlexiconfollowingaprocessfoundin #TAUTHOR_TAG.', ""InBlock'sapproach,wordalignmentsareassignedprobabilitiesbymeansofastatisticalwordalignmenttool."", '']","['Inafinalprocessingstage,wegeneralizeoverthemarkerlexiconfollowingaprocessfoundin #TAUTHOR_TAG.', ""InBlock'sapproach,wordalignmentsareassignedprobabilitiesbymeansofastatisticalwordalignmenttool."", '']","['Inafinalprocessingstage,wegeneralizeoverthemarkerlexiconfollowingaprocessfoundin #TAUTHOR_TAG.', ""InBlock'sapproach,wordalignmentsareassignedprobabilitiesbymeansofastatisticalwordalignmenttool."", '']","['Inafinalprocessingstage,wegeneralizeoverthemarkerlexiconfollowingaprocessfoundin #TAUTHOR_TAG.', ""InBlock'sapproach,wordalignmentsareassignedprobabilitiesbymeansofastatisticalwordalignmenttool."", '']",5
"['', '', '', '', '', '', 'tomapanEnglishdeterminer-nounsequenceontoaJapanesenoun-casemarkersegment,onceonehasidentified', 'Followingconstructionofthemarkerlexicon,the(source,target)chunksaregeneralizedfurtherusingamethodologybasedon #TAUTHOR_TAGtopermitalimitedformofinsertioninthetranslationprocess.', '', '']","['', '', '', '', '', '', 'tomapanEnglishdeterminer-nounsequenceontoaJapanesenoun-casemarkersegment,onceonehasidentified', 'Followingconstructionofthemarkerlexicon,the(source,target)chunksaregeneralizedfurtherusingamethodologybasedon #TAUTHOR_TAGtopermitalimitedformofinsertioninthetranslationprocess.', '', '']","['', '', '', '', '', '', 'tomapanEnglishdeterminer-nounsequenceontoaJapanesenoun-casemarkersegment,onceonehasidentified', 'Followingconstructionofthemarkerlexicon,the(source,target)chunksaregeneralizedfurtherusingamethodologybasedon #TAUTHOR_TAGtopermitalimitedformofinsertioninthetranslationprocess.', '', '']","['', '', '', '', '', '', '', 'Followingconstructionofthemarkerlexicon,the(source,target)chunksaregeneralizedfurtherusingamethodologybasedon #TAUTHOR_TAGtopermitalimitedformofinsertioninthetranslationprocess.', '', '']",5
