token_context,word_context,seg_context,sent_cotext,label
"['Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by #AUTHOR_TAG , #TAUTHOR_TAG , and #AUTHOR_TAG .']","['Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by #AUTHOR_TAG , #TAUTHOR_TAG , and #AUTHOR_TAG .']","['Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by #AUTHOR_TAG , #TAUTHOR_TAG , and #AUTHOR_TAG .']","['Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by #AUTHOR_TAG , #TAUTHOR_TAG , and #AUTHOR_TAG .']",1
"['More recently , #TAUTHOR_TAG have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch Â¨ aler ( 2002 ) and Sch Â¨ aler , Way , and #AUTHOR_TAG , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .', 'This, they suggest, may result in a paradigm shift from TM to EBMT via the phrasal lexicon: Translators are on the whole wary of MT technology, but once subsentential alignment is enabled, translators will become aware of the benefits to be gained from _source, target_ phrasal segments suggest that �it is a reasonably short step to enabling an automated solution via the recombination element of EBMT systems such as those in3']","['More recently , #TAUTHOR_TAG have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch Â¨ aler ( 2002 ) and Sch Â¨ aler , Way , and #AUTHOR_TAG , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .', 'This, they suggest, may result in a paradigm shift from TM to EBMT via the phrasal lexicon: Translators are on the whole wary of MT technology, but once subsentential alignment is enabled, translators will become aware of the benefits to be gained from _source, target_ phrasal segments, suggest that �it is a reasonably short step to enabling an automated solution via the recombination element of EBMT systems such as those in']","['More recently , #TAUTHOR_TAG have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch Â¨ aler ( 2002 ) and Sch Â¨ aler , Way , and #AUTHOR_TAG , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .', 'This, they suggest, may result in a paradigm shift from TM to EBMT via the phrasal lexicon: Translators are on the whole wary of MT technology, but once subsentential alignment is enabled, translators will become aware of the benefits to be gained from _source, target_ phrasal segments, they suggest that �it is a reasonably short step to enabling an automated solution via the recombination element of EBMT systems such as those in']","['More recently , #TAUTHOR_TAG have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch Â¨ aler ( 2002 ) and Sch Â¨ aler , Way , and #AUTHOR_TAG , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .', 'This, they suggest, may result in a paradigm shift from TM to EBMT via the phrasal lexicon: Translators are on the whole wary of MT technology, but once subsentential alignment is enabled, translators will become aware of the benefits to be gained from _source, target_ phrasal segments, and from there they suggest that �it is a reasonably short step to enabling an automated solution via the recombination element of EBMT systems such as those described in [Carl and Way 2003].�']",0
"['', '', '', 'attempt to relation matrices from such are derived a pair of nonparallel corpora.', ' #TAUTHOR_TAG replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .', '', '', '', '', '']","['', '', '', 'attempt to relation matrices, from such are derived a pair of nonparallel corpora.', ' #TAUTHOR_TAG replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .', '', '', '', '', '']","['', '', '', ' #AUTHOR_TAG attempt to word relation matrices, from such relations are derived is a pair of nonparallel corpora.', ' #TAUTHOR_TAG replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .', '', '', '', '', '']","['', '', '', '', ' #TAUTHOR_TAG replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .', '', '', '', '', '']",0
"[' #TAUTHOR_TAG , 1997 ) assumes that words ending in - ed are verbs .', 'However, given that verbs are not a closed class, in our approach we do not mark chunks beginning with a verb with any marker category.', 'we take advantage of the fact that the initial phrasal chunks correspond to rule right-hand sides', 'the, a present particip', '', '']","[' #TAUTHOR_TAG , 1997 ) assumes that words ending in - ed are verbs .', 'However, given that verbs are not a closed class, in our approach we do not mark chunks beginning with a verb with any marker category.', 'we take advantage of the fact that the initial phrasal chunks correspond to rule right-hand sides.', 'the is, a present', '', '']","[' #TAUTHOR_TAG , 1997 ) assumes that words ending in - ed are verbs .', 'However, given that verbs are not a closed class, in our approach we do not mark chunks beginning with a verb with any marker category.', 'we take advantage of the fact that the initial phrasal chunks correspond to rule right-hand sides.', ', a present participle.', '', '']","[' #TAUTHOR_TAG , 1997 ) assumes that words ending in - ed are verbs .', 'However, given that verbs are not a closed class, in our approach we do not mark chunks beginning with a verb with any marker category.', 'Instead, we take advantage of the fact that the initial phrasal chunks correspond to rule right-hand sides.', '', '', '']",1
"['', '', '', '', '', '', '', '', '', 'We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm #TAUTHOR_TAG .']","['', '', '', '', '', '', '', '', '', 'We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm #TAUTHOR_TAG .']","['', '', '', '', '', '', '', '', '', 'We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm #TAUTHOR_TAG .']","['', '', '', '', '', '', '', '', '', 'We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm #TAUTHOR_TAG .']",3
"['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', '', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; #TAUTHOR_TAG ; Carl 1999 ) .7']","['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', '', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; #TAUTHOR_TAG ; Carl 1999 ) .7']","['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', '', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; #TAUTHOR_TAG ; Carl 1999 ) .7']","['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', '', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; #TAUTHOR_TAG ; Carl 1999 ) .7']",0
"['The problem of boundary friction is clearly here We have inserted a feminine singular determiner into a chunk that was generalized from a masculine plural NP.', 'However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on #TAUTHOR_TAG .', 'Grefen the Web can be used', '', '', '', '', '', '', '']","['The problem of boundary friction is clearly here: We have inserted a feminine singular determiner into a chunk that was generalized from a masculine plural NP.', 'However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on #TAUTHOR_TAG .', 'Grefenstette the Web can be used', '', '', '', '', '', '', '']","['The problem of boundary friction is clearly We have inserted a feminine singular determiner into a chunk that was generalized from a masculine plural NP.', 'However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on #TAUTHOR_TAG .', 'Grefen the Web can be used', '', '', '', '', '', '', '']","['The problem of boundary friction is clearly visible here: We have inserted a feminine singular determiner into a chunk that was generalized from a masculine plural NP.', 'However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on #TAUTHOR_TAG .', '', '', '', '', '', '', '', '']",5
"['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', ' #TAUTHOR_TAG , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English â\x88\x92 > French and English â\x88\x92 > Urdu .', '→ language pair, Ju', '', '', '', '']","['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', ' #TAUTHOR_TAG , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English â\x88\x92 > French and English â\x88\x92 > Urdu .', '−→ language pair, Juola', '', '', '', '']","['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', ' #TAUTHOR_TAG , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English â\x88\x92 > French and English â\x88\x92 > Urdu .', 'French language pair, Juola', '', '', '', '']","['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', ' #TAUTHOR_TAG , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English â\x88\x92 > French and English â\x88\x92 > Urdu .', '', '', '', '', '']",0
"['¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization #TAUTHOR_TAG â\x80¢ insights into universal grammar ( Juola 1998 )\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 7 ; Gough , , and Hearne 2 )']","['language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization #TAUTHOR_TAG â\x80¢ insights into universal grammar ( Juola 1998 ) â\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way ; Gough , , and Hearne )']","['¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization #TAUTHOR_TAG â\x80¢ insights into universal grammar ( Juola 1998 )\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , , and Hearne 2002 )']","['â\x80¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization #TAUTHOR_TAG â\x80¢ insights into universal grammar ( Juola 1998 ) â\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )']",0
"['In a final processing stage , we generalize over the marker lexicon following a process found in #TAUTHOR_TAG .', ""In's approach, word alignments are assigned probabilities by means of a statistical word alignment."", 'chunk extracted']","['In a final processing stage , we generalize over the marker lexicon following a process found in #TAUTHOR_TAG .', ""In Block's approach, word alignments are assigned probabilities by means of a statistical word alignment tool."", 'chunk extracted,']","['In a final processing stage , we generalize over the marker lexicon following a process found in #TAUTHOR_TAG .', ""In's approach, word alignments are assigned probabilities by means of a statistical word alignment tool."", 'extracted']","['In a final processing stage , we generalize over the marker lexicon following a process found in #TAUTHOR_TAG .', ""In Block's approach, word alignments are assigned probabilities by means of a statistical word alignment tool."", '']",5
"['', '', '', '', '', '', 'to in the to be', 'Following construction of the marker lexicon , the ( source , target ) chunks are generalized further using a methodology based on #TAUTHOR_TAG to permit a limited form of insertion in the translation process .', 'we a ""- le', '']","['', '', '', '', '', '', 'to in the to be', 'Following construction of the marker lexicon , the ( source , target ) chunks are generalized further using a methodology based on #TAUTHOR_TAG to permit a limited form of insertion in the translation process .', 'we a', '']","['', '', '', '', '', '', 'to in the languages to be', 'Following construction of the marker lexicon , the ( source , target ) chunks are generalized further using a methodology based on #TAUTHOR_TAG to permit a limited form of insertion in the translation process .', 'we', '']","['', '', '', '', '', '', '', 'Following construction of the marker lexicon , the ( source , target ) chunks are generalized further using a methodology based on #TAUTHOR_TAG to permit a limited form of insertion in the translation process .', '', '']",5
"['the isably universal is clear that benefits may accue to facilitate subsential of source, target chunks.', '', '', '', '', '', 'In their Gaijin system , #TAUTHOR_TAG give a result of 63 % accurate translations obtained for English â\x88\x92 > German on a test set of 791 sentences from CorelDRAW manuals .']","['the is universal, is clear that benefits may accrue to facilitate subsentential of source, target chunks.', '', '', '', '', '', 'In their Gaijin system , #TAUTHOR_TAG give a result of 63 % accurate translations obtained for English â\x88\x92 > German on a test set of 791 sentences from CorelDRAW manuals .']","['is arguably universal it is clear that benefits may accrue to facilitate subsential alignment of source, target chunks.', '', '', '', '', '', 'In their Gaijin system , #TAUTHOR_TAG give a result of 63 % accurate translations obtained for English â\x88\x92 > German on a test set of 791 sentences from CorelDRAW manuals .']","['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', '', '', '', '', '', 'In their Gaijin system , #TAUTHOR_TAG give a result of 63 % accurate translations obtained for English â\x88\x92 > German on a test set of 791 sentences from CorelDRAW manuals .']",1
"['â\x80¢ language learning ( Green 1979 ; #TAUTHOR_TAG ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization ( Juola 1994 )¢ insights into universal grammar ( Ju  )¢']","['â\x80¢ language learning ( Green 1979 ; #TAUTHOR_TAG ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization ( Juola 1994 ) insights into universal grammar ( Juola )']","['â\x80¢ language learning ( Green 1979 ; #TAUTHOR_TAG ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization ( Juola 1994 )¢ insights into universal grammar ( Ju )¢']","['â\x80¢ language learning ( Green 1979 ; #TAUTHOR_TAG ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction ( Juola 1998 ) â\x80¢ grammar optimization ( Juola 1994 ) â\x80¢ insights into universal grammar ( Juola 1998 ) â\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )']",0
"['â\x80¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction #TAUTHOR_TAG â\x80¢ grammar optimization ( Juola 1994 ) â\x80¢ insights into universal grammar ( Juola 1998 )¢ machine translation Ju , ; Gough ,']","['â\x80¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction #TAUTHOR_TAG â\x80¢ grammar optimization ( Juola 1994 ) â\x80¢ insights into universal grammar ( Juola 1998 ) machine translation Juola , ; Gough ,']","['â\x80¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction #TAUTHOR_TAG â\x80¢ grammar optimization ( Juola 1994 ) â\x80¢ insights into universal grammar ( Juola 1998 )¢ machine translation Ju , ; Gough ,']","['â\x80¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) â\x80¢ monolingual grammar induction #TAUTHOR_TAG â\x80¢ grammar optimization ( Juola 1994 ) â\x80¢ insights into universal grammar ( Juola 1998 ) â\x80¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )']",0
