token_context,word_context,seg_context,sent_cotext,label
['f.  #TAUTHOR_TAG'],"['prediction, c. f.  #TAUTHOR_TAG']","['f.  #TAUTHOR_TAG.', 'the results from each component are evaluated to']","['deal with these issues we propose a multicomponent architecture where individual components specialize in identifying one particular type of unknown word.', 'for example, the misspelling identifier will specialize in identifying misspellings, the abbreviation component will specialize in identifying abbreviations, etc.', 'each component will return a confidence measure of the reliability of its prediction, c. f.  #TAUTHOR_TAG.', 'the results from each component are evaluated to determine the final category of the word']",4
"['( based on  #TAUTHOR_TAG ) to tag the text in which the unknown word occurs.', 'the tag set used is a simplified version of the tags used in the machinereadable version of']","['first feature represents the part of speech of the word.', 'we use an in - house statistical tagger ( based on  #TAUTHOR_TAG ) to tag the text in which the unknown word occurs.', 'the tag set used is a simplified version of the tags used in the machinereadable version of']","['first feature represents the part of speech of the word.', 'we use an in - house statistical tagger ( based on  #TAUTHOR_TAG ) to tag the text in which the unknown word occurs.', 'the tag set used is a simplified version of the tags used in the machinereadable version of the oxford advanced learners dictionary (']","['first feature represents the part of speech of the word.', 'we use an in - house statistical tagger ( based on  #TAUTHOR_TAG ) to tag the text in which the unknown word occurs.', 'the tag set used is a simplified version of the tags used in the machinereadable version of the oxford advanced learners dictionary ( oald ).', 'the tag set contains just one tag to identify nouns']",5
"['that is more similar in goal to that outlined in this paper is vosse  #TAUTHOR_TAG.', 'voss']","['that is more similar in goal to that outlined in this paper is vosse  #TAUTHOR_TAG.', 'vosse uses a simple algorithm to identify three classes of unknown words : misspellings, neologisms,']","['that is more similar in goal to that outlined in this paper is vosse  #TAUTHOR_TAG.', 'voss']","['that is more similar in goal to that outlined in this paper is vosse  #TAUTHOR_TAG.', 'vosse uses a simple algorithm to identify three classes of unknown words : misspellings, neologisms, and names.', 'capitalization is his sole means of identifying names.', 'however, capitalization information is not available in closed captions.', 'hence, his system would be ineffective on the closed caption domain with which we are working.', ' #AUTHOR_TAG uses expectations generated by scripts to anmyze unknown words.', 'the drawback of his system is that it lacks portability since it incorporates scripts that make use of world knowledge of the situation being described ; in this case, naval ship - to - shore messages']",1
['frequency :  #TAUTHOR_TAG differentiates between miss'],['frequency :  #TAUTHOR_TAG differentiates between misspellings and neologisms ( new words ) in'],['frequency :  #TAUTHOR_TAG differentiates between miss'],"['frequency :  #TAUTHOR_TAG differentiates between misspellings and neologisms ( new words ) in terms of their frequency.', 'his algorithm classifies unknown words that appear infrequently as misspellings, and those that appear more frequently as neologisms.', 'our corpus frequency variable specifies the frequency of each unknown word in a 2. 6 million word corpus of business news closed captions']",5
"['performance  #TAUTHOR_TAG.', 'however, that']","['performance  #TAUTHOR_TAG.', 'however, that']","['dialogues in which the user experienced poor speech recognizer performance  #TAUTHOR_TAG.', 'however, that']","['research reported here is the first that we know of to automatically analyze a corpus of logs from a spoken dialogue system for the purpose of learning to predict problematic situations.', 'our work builds on earlier research on learning to identify dialogues in which the user experienced poor speech recognizer performance  #TAUTHOR_TAG.', 'however, that work was based on a much smaller set of experimental dialogues where the notion of a good or bad dialogue was automatically approximated rather than being labelled by humans.', 'in addition, because that work was based on features synthesized over the entire dialogues, the hypotheses that were learned could not be used for prediction during runtime']",2
['and percentages is based on the assumption that these features are likely to produce generalized predictors  #TAUTHOR_TAG'],"['as running percentages ( percent - reprompts, percentconfirms, percent - subdials ).', 'the use of running tallies and percentages is based on the assumption that these features are likely to produce generalized predictors  #TAUTHOR_TAG']","['##ts, percentconfirms, percent - subdials ).', 'the use of running tallies and percentages is based on the assumption that these features are likely to produce generalized predictors  #TAUTHOR_TAG']","['dm features also include running tallies for the number of reprompts ( num - reprompts ), number of confirmation prompts ( num. confirms ), and number of subdialogue prompts ( num - subdials ), that had been played up to each point in the dimogue, as well as running percentages ( percent - reprompts, percentconfirms, percent - subdials ).', 'the use of running tallies and percentages is based on the assumption that these features are likely to produce generalized predictors  #TAUTHOR_TAG']",4
"['on this dataset  #TAUTHOR_TAG.', 'specifically,']","['on this dataset  #TAUTHOR_TAG.', 'specifically,']","['on this dataset  #TAUTHOR_TAG.', 'specifically,']","['f ( • ) extracts a feature vector from a classified document, θ are the corresponding weights of those features, and z θ ( x ) def = y u ( x, y ) is a normalizer.', 'we use the same set of binary features as in previous work on this dataset  #TAUTHOR_TAG.', 'specifically, let v = { v 1,..., v 17744 } be the set of word types with count ≥ 4 in the full 2000 - document corpus.', 'define f h ( x, y ) to be y if v h appears at least once in x, and 0 otherwise.', 'thus θ ∈ r 17744, and positive weights in θ favor class label y = + 1 and equally discourage y = −1, while negative weights do the opposite.', 'this standard unigram feature set is linguistically impoverished, but serves as a good starting point for studying rationales.', 'future work should consider more complex features and how they are signaled by rationales, as discussed in section 3. 2']",5
"["". g. including long - range n - grams  #AUTHOR_TAG, class n - grams  #TAUTHOR_TAG, grammatical features  #AUTHOR_TAG, etc '""]","['was intended primarily to demonstrate the efficacy of our approach.', ""in future work we plan to experiment with richer representations, e. g. including long - range n - grams  #AUTHOR_TAG, class n - grams  #TAUTHOR_TAG, grammatical features  #AUTHOR_TAG, etc '""]","["". g. including long - range n - grams  #AUTHOR_TAG, class n - grams  #TAUTHOR_TAG, grammatical features  #AUTHOR_TAG, etc '""]","['sentence representation we chose for this work is rather simple, and was intended primarily to demonstrate the efficacy of our approach.', ""in future work we plan to experiment with richer representations, e. g. including long - range n - grams  #AUTHOR_TAG, class n - grams  #TAUTHOR_TAG, grammatical features  #AUTHOR_TAG, etc '""]",3
"['generating negative samples.', 'unfortunately, as shown in  #TAUTHOR_TAG, with the represetation of sentences that we use, linear classifiers']","['generating negative samples.', 'unfortunately, as shown in  #TAUTHOR_TAG, with the represetation of sentences that we use, linear classifiers']","['generating negative samples.', 'unfortunately, as shown in  #TAUTHOR_TAG, with the represetation of sentences that we use, linear classifiers']","['- supervised boosting was presented as a general method for density estimation, and was not tested in the context of language modeling.', 'rather, welling at al. demonstrated its effectiveness in modeling hand - written digits and on synthetic data.', '[UNK] both cases essentially linear classifiers were used as features.', 'as these are computationally very efficient, the authors could use a variant of gibbs sampling for generating negative samples.', 'unfortunately, as shown in  #TAUTHOR_TAG, with the represetation of sentences that we use, linear classifiers can not discriminate real sentences from sentences sampled from a trigram, which is the model we use as a baseline, so here we resort to a non - linear large - margin classifier ( see section 3 for details ).', 'while large - margin classifiers consistently out - perform other learning algorithms in many nlp tasks, their non - linear variations are also notoriously slow when it comes to computing their decision function - taking time that can be linear in the size of their training data.', 'this means that mcmc techniques like gibbs sampling quickly become intractable, even for small corpora, as they require performing very large numbers of classifications.', 'for this reason we use a different sampling scheme which we refer to as rejection sampling.', ""this allows us to sample from the true model distribution while requiring a drastically smaller number of classifications, as long as the current model isn't too far removed from the baseline""]",4
"['our features we used large - margin classifiers trained using the online algorithm described in  #AUTHOR_TAG.', 'the code for the classifier was generously provided by daisuke okanohara.', 'this code was extensively optimized to take advantage of the very sparse sentence representation described above.', 'as shown in  #TAUTHOR_TAG, using this representation, a linear classifier can not distinguish sentences sampled from a trigram and real sentences.', 'therefore, we used a 3rd']","['our features we used large - margin classifiers trained using the online algorithm described in  #AUTHOR_TAG.', 'the code for the classifier was generously provided by daisuke okanohara.', 'this code was extensively optimized to take advantage of the very sparse sentence representation described above.', 'as shown in  #TAUTHOR_TAG, using this representation, a linear classifier can not distinguish sentences sampled from a trigram and real sentences.', 'therefore, we used a 3rd']","['our features we used large - margin classifiers trained using the online algorithm described in  #AUTHOR_TAG.', 'the code for the classifier was generously provided by daisuke okanohara.', 'this code was extensively optimized to take advantage of the very sparse sentence representation described above.', 'as shown in  #TAUTHOR_TAG, using this representation, a linear classifier can not distinguish sentences sampled from a trigram and real sentences.', 'therefore, we used a 3rd order polynomial kernel, which was found to give good results.', 'no special effort was otherwise']","['our features we used large - margin classifiers trained using the online algorithm described in  #AUTHOR_TAG.', 'the code for the classifier was generously provided by daisuke okanohara.', 'this code was extensively optimized to take advantage of the very sparse sentence representation described above.', 'as shown in  #TAUTHOR_TAG, using this representation, a linear classifier can not distinguish sentences sampled from a trigram and real sentences.', 'therefore, we used a 3rd order polynomial kernel, which was found to give good results.', 'no special effort was otherwise made in order to optimize the parameters of the classifiers']",4
"['used a trigram with modified kneser - ney smoothing [ chen and  #TAUTHOR_TAG ], which is still considered one of the best smoothing methods for n - gram language models.', '2']","['used a trigram with modified kneser - ney smoothing [ chen and  #TAUTHOR_TAG ], which is still considered one of the best smoothing methods for n - gram language models.', '2. sentence representation :']","['language model : for p0 we used a trigram with modified kneser - ney smoothing [ chen and  #TAUTHOR_TAG ], which is still considered one of the best smoothing methods for n - gram language models.', '2. sentence representation : each sentence was represented as the collection of unigrams, bigrams and trigrams it contained.', 'a coordinate was reserved for']","['language model : for p0 we used a trigram with modified kneser - ney smoothing [ chen and  #TAUTHOR_TAG ], which is still considered one of the best smoothing methods for n - gram language models.', '2. sentence representation : each sentence was represented as the collection of unigrams, bigrams and trigrams it contained.', 'a coordinate was reserved for each such n - gram which appeared in the data, whether real or sampled.', ""the value of then'th coordinate in the vector representation of interestingly, in practice both methods result in near identical rejection probabilities, within a precision of 0. 0001."", 'this indicates that satisfying the constraint ( 18 ) for the new feature is more important, in terms of perplexity, than preserving the constraints of the previous features, insofar as those get violated']",5
"['algorithm described in  #TAUTHOR_TAG.', 'when a tat is']","['algorithm described in  #TAUTHOR_TAG.', 'when a tat is']","['features can be easily obtained by modifying the tat extraction algorithm described in  #TAUTHOR_TAG.', 'when a tat is extracted from a word - aligned, source - parsed parallel sentence, we just record the contextual features and the features of the sub - trees.', 'then we use the toolkit implemented by  #AUTHOR_TAG to']","['features can be easily obtained by modifying the tat extraction algorithm described in  #TAUTHOR_TAG.', 'when a tat is extracted from a word - aligned, source - parsed parallel sentence, we just record the contextual features and the features of the sub - trees.', 'then we use the toolkit implemented by  #AUTHOR_TAG to train mers models for the ambiguous source syntactic trees separately.', 'we set the iteration number to 100 and gaussian prior to 1']",2
[' #TAUTHOR_TAG'],[' #TAUTHOR_TAG'],['parse reranking  #TAUTHOR_TAG'],"['propagation improves non - projective dependency parsing with features that would make exact inference intractable.', 'for projective parsing, it is significantly faster than exact dynamic programming, at the cost of small amounts of search error, we are interested in extending these ideas to phrase - structure and lattice parsing, and in trying other higher - order features, such as those used in parse reranking  #TAUTHOR_TAG and history - based parsing ( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #AUTHOR_TAG, or secondary links m ij ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']",3
[' #TAUTHOR_TAG'],[' #TAUTHOR_TAG'],['parse reranking  #TAUTHOR_TAG'],"['propagation improves non - projective dependency parsing with features that would make exact inference intractable.', 'for projective parsing, it is significantly faster than exact dynamic programming, at the cost of small amounts of search error, we are interested in extending these ideas to phrase - structure and lattice parsing, and in trying other higher - order features, such as those used in parse reranking  #TAUTHOR_TAG and history - based parsing ( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #AUTHOR_TAG, or secondary links m ij ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']",3
"[' #AUTHOR_TAG and history - based parsing  #TAUTHOR_TAG.', 'we could also introduce new variables,']","[' #AUTHOR_TAG and history - based parsing  #TAUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #AUTHOR_TAG, or secondary links m ij ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']","[' #AUTHOR_TAG and history - based parsing  #TAUTHOR_TAG.', 'we could also introduce new variables,']","['propagation improves non - projective dependency parsing with features that would make exact inference intractable.', 'for projective parsing, it is significantly faster than exact dynamic programming, at the cost of small amounts of search error, we are interested in extending these ideas to phrase - structure and lattice parsing, and in trying other higher - order features, such as those used in parse reranking  #AUTHOR_TAG and history - based parsing  #TAUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #AUTHOR_TAG, or secondary links m ij ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']",3
"['( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #TAUTHOR_TAG, or secondary links mid ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']","['( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #TAUTHOR_TAG, or secondary links mid ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']","['( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #TAUTHOR_TAG, or secondary links mid ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']","['propagation improves non - projective dependency parsing with features that would make exact inference intractable.', 'for projective parsing, it is significantly faster than exact dynamic programming, at the cost of small amounts of search error, we are interested in extending these ideas to phrase - structure and lattice parsing, and in trying other higher - order features, such as those used in parse reranking  #AUTHOR_TAG and history - based parsing ( nivre and mc  #AUTHOR_TAG.', 'we could also introduce new variables, e. g., nonterminal refinements  #TAUTHOR_TAG, or secondary links mid ( not constrained by tree / ptree ) that augment the parse with representations of control, binding, etc.  #AUTHOR_TAG buch -  #AUTHOR_TAG']",3
"['- string system  #TAUTHOR_TAG,']","['system  #TAUTHOR_TAG,']","['1 point on a state - of - the - art tree - to - string system  #TAUTHOR_TAG,']","['instead propose a novel approach that extracts rules from packed forests ( section 3 ), which compactly encodes many more alternatives than kbest lists.', 'experiments ( section 5 ) show that forestbased extraction improves bleu score by over 1 point on a state - of - the - art tree - to - string system  #TAUTHOR_TAG, which is also 0. 5 points better than ( and twice as fast as ) extracting on 30 - best parses.', 'when combined with our previous orthogonal work on forest - based decoding  #AUTHOR_TAG, the forest - forest approach achieves a 2. 5 bleu points improvement over the baseline, and even outperforms the hierarchical system of hiero, one of the best - performing systems to date']",2
[' #TAUTHOR_TAG which translates a packed forest from a parser ; it is also'],[' #TAUTHOR_TAG which translates a packed forest from a parser ; it is also'],"['forest concept is also used in machine translation decoding, for example to characterize the search space of decoding with integrated language models  #AUTHOR_TAG.', 'the first direct application of parse forest in translation is our previous work  #TAUTHOR_TAG which translates a packed forest from a parser ; it is also the base system in our experiments ( see below ).', 'this work, on the other hand, is in the orthogonal direction, where we utilize forests in rule extraction instead of decoding']","['forest concept is also used in machine translation decoding, for example to characterize the search space of decoding with integrated language models  #AUTHOR_TAG.', 'the first direct application of parse forest in translation is our previous work  #TAUTHOR_TAG which translates a packed forest from a parser ; it is also the base system in our experiments ( see below ).', 'this work, on the other hand, is in the orthogonal direction, where we utilize forests in rule extraction instead of decoding']",2
"[' #TAUTHOR_TAG, and machine']","[' #TAUTHOR_TAG, and machine']","['), information extraction  #TAUTHOR_TAG, and machine translation ( boas 2002 ).', 'with the efforts']","['', 'the semantic roles are marked and each of them is assigned a tag which indicates the type of the semantic relation with the related predicate.', 'typical tags include agent, patient, source, etc. and some adjuncts such as temporal, manner, extent, etc.', 'since the arguments can provide useful semantic information, the srl is crucial to many natural language processing tasks, such as question and answering ( narayanan and harabagiu 2004 ), information extraction  #TAUTHOR_TAG, and machine translation ( boas 2002 ).', 'with the efforts of many researchers ( carreras and marquez 2004, moschitti 2004, pradhan et al 2005, zhang et al 2007, different machine learning methods and linguistics resources are applied in this task, which has made srl task progress fast']",0
"['system and  #TAUTHOR_TAG,  #AUTHOR_TAG.', ' #AUTHOR_TAG is the best srl']","['system and  #TAUTHOR_TAG,  #AUTHOR_TAG.', ' #AUTHOR_TAG is the best srl']","['system and  #TAUTHOR_TAG,  #AUTHOR_TAG.', ' #AUTHOR_TAG is the best srl system']","['prove that our method is effective, we also make a comparison between the performances of our system and  #TAUTHOR_TAG,  #AUTHOR_TAG.', ' #AUTHOR_TAG is the best srl system until now and it has the same data setting with ours.', 'the results are presented in table 6 we have to point out that all the three systems are based on gold standard parsing.', 'from the table 6, we can find that our system is better than both of the related systems.', 'our system has outperformed  #AUTHOR_TAG with a relative error reduction rate of 9. 8 %']",1
"['answering  #TAUTHOR_TAG, information']","['answering  #TAUTHOR_TAG, information']","['answering  #TAUTHOR_TAG, information extraction (']","['', 'the semantic roles are marked and each of them is assigned a tag which indicates the type of the semantic relation with the related predicate.', 'typical tags include agent, patient, source, etc. and some adjuncts such as temporal, manner, extent, etc.', 'since the arguments can provide useful semantic information, the srl is crucial to many natural language processing tasks, such as question and answering  #TAUTHOR_TAG, information extraction ( surdeanu et al. 2003 ), and machine translation ( boas 2002 ).', 'with the efforts of many researchers ( carreras and marquez 2004, moschitti 2004, pradhan et al 2005, zhang et al 2007, different machine learning methods and linguistics resources are applied in this task, which has made srl task progress fast']",0
['- base of contemporary chinese  #TAUTHOR_TAG'],['from the semantic knowledge - base of contemporary chinese  #TAUTHOR_TAG'],"['.', 'the semantic categories of verbs and other words are extracted from the semantic knowledge - base of contemporary chinese  #TAUTHOR_TAG']","['##cat ( semantic category ) of predicate, sem - cat of first word, semcat of head word, semcat of last word, semcat of predicate + semcat of first word, semcat of predicate + semcat of last word, predicate + semcat of head word, semcat of predicate + head word.', 'the semantic categories of verbs and other words are extracted from the semantic knowledge - base of contemporary chinese  #TAUTHOR_TAG']",5
"['systems, although it is more efficient.', ' #TAUTHOR_TAG did very encouraging']","['traditional srl systems, although it is more efficient.', ' #TAUTHOR_TAG did very encouraging']","['a little worse than the traditional srl systems, although it is more efficient.', ' #TAUTHOR_TAG did very encouraging work on the feature calibration of semantic role labeling.', '']","['to the research on english, the research on chinese srl is still in its infancy stage.', 'previous work on chinese srl mainly focused on how to transplant the machine learning methods which has been successful with english, such as  #AUTHOR_TAG, and  #AUTHOR_TAG.', ' #AUTHOR_TAG did the preliminary work on chinese srl without any large semantically annotated corpus of chinese.', 'they just labeled the predicate - argument structures of ten specified verbs to a small collection of chinese sentences, and used support vector machines to identify and classify the arguments.', 'this paper made the first attempt on chinese srl and produced promising results.', 'after the propbank ( xue and palmer 2003 ) was built, and  #AUTHOR_TAG have produced more complete and systematic research on chinese srl.', ' #AUTHOR_TAG has made some preliminary attempt on the idea of hierarchical semantic role labeling.', 'however, without considerations on how to utilize the characteristics of linguistically similar semantic roles, the purpose of the hierarchical system is to simplify the classification process to make it less time consuming.', 'so the hierarchical system in their paper performs a little worse than the traditional srl systems, although it is more efficient.', ' #TAUTHOR_TAG did very encouraging work on the feature calibration of semantic role labeling.', 'they found out that different features suited for different sub tasks of srl, i. e. semantic role identification and classification.', 'for semantic analysis, developing features that capture the right kind of information is crucial.', 'experiments on chinese srl ( xue andpalmer 2005, xue 2008 ) reassured these findings']",0
